learnerID,learnerProfile,testID,theta,realScore,Timestamp
A090000444,M;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000275,F;S01;9,A090000015,0.143832669,0.3580249324,2021-01-08 06:08:25.336946
A090000472,M;S01;9,A090000015,-0.1155402273,0.2521548149,2021-01-08 06:08:25.336946
A090000265,F;S01;9,A090000015,0.8608926084,0.8633467616,2021-01-08 06:08:25.336946
A090000574,M;S01;9,A090000015,-0.0423059375,0.2782600298,2021-01-08 06:08:25.336946
A090000347,F;S01;9,A090000015,0.0342533141,0.3088099149,2021-01-08 06:08:25.336946
A090000201,F;S01;9,A090000015,0.6037396905,0.6726364917,2021-01-08 06:08:25.336946
A090000030,F;S01;9,A090000015,-0.6432338346,0.1523186892,2021-01-08 06:08:25.336946
A090000178,M;S01;9,A090000015,-0.0307758123,0.2826525456,2021-01-08 06:08:25.336946
A090000248,M;S01;9,A090000015,0.3923747925,0.4940364588,2021-01-08 06:08:25.336946
A090000140,M;S01;9,A090000015,-0.4541176644,0.1727198959,2021-01-08 06:08:25.336946
A090000294,M;S01;9,A090000015,0.9607790277,0.8927432698,2021-01-08 06:08:25.336946
A090000706,F;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000292,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000436,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000198,M;S01;9,A090000015,-0.6624528232,0.1508708567,2021-01-08 06:08:25.336946
A090000116,M;S01;9,A090000015,-0.035999889,0.2806530585,2021-01-08 06:08:25.336946
A090000452,M;S01;9,A090000015,-0.0333798578,0.281653935,2021-01-08 06:08:25.336946
A090000408,M;S01;9,A090000015,-0.020593288,0.2865939927,2021-01-08 06:08:25.336946
A090000150,M;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000062,M;S01;9,A090000015,0.5982665475,0.6664142225,2021-01-08 06:08:25.336946
A090000318,M;S01;9,A090000015,0.5331791687,0.5984548588,2021-01-08 06:08:25.336946
A090000261,M;S01;9,A090000015,-0.4881348745,0.1680793737,2021-01-08 06:08:25.336946
A090000338,M;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000594,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000499,F;S01;9,A090000015,0.9607790277,0.8927432698,2021-01-08 06:08:25.336946
A090000111,F;S01;9,A090000015,0.4743185252,0.5495887766,2021-01-08 06:08:25.336946
A090000042,M;S01;9,A090000015,-0.6434838315,0.1522992502,2021-01-08 06:08:25.336946
A090000321,F;S01;9,A090000015,-0.6432338346,0.1523186892,2021-01-08 06:08:25.336946
A090000025,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000156,F;S01;9,A090000015,-0.0333798578,0.281653935,2021-01-08 06:08:25.336946
A090000685,F;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000466,M;S01;9,A090000015,-0.020593288,0.2865939927,2021-01-08 06:08:25.336946
A090000426,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000393,F;S01;9,A090000015,-0.6434838315,0.1522992502,2021-01-08 06:08:25.336946
A090000461,M;S01;9,A090000015,0.7057038162,0.7776751392,2021-01-08 06:08:25.336946
A090000442,M;S01;9,A090000015,-0.1270136918,0.2483525297,2021-01-08 06:08:25.336946
A090000512,F;S01;9,A090000015,0.5982665475,0.6664142225,2021-01-08 06:08:25.336946
A090000425,F;S01;9,A090000015,-0.6624528497,0.1508708548,2021-01-08 06:08:25.336946
A090000407,M;S01;9,A090000015,-0.6624528497,0.1508708548,2021-01-08 06:08:25.336946
A090000115,F;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000663,F;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000435,F;S01;9,A090000015,0.7994894499,0.8374926985,2021-01-08 06:08:25.336946
A090000075,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000339,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000696,F;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000139,M;S01;9,A090000015,-0.1155402273,0.2521548149,2021-01-08 06:08:25.336946
A090000322,M;S01;9,A090000015,-0.6434838315,0.1522992502,2021-01-08 06:08:25.336946
A090000482,M;S01;9,A090000015,0.6489190829,0.723425881,2021-01-08 06:08:25.336946
A090000386,F;S01;9,A090000015,0.6872559519,0.7616827464,2021-01-08 06:08:25.336946
A090000726,F;S01;9,A090000015,-0.6624528497,0.1508708548,2021-01-08 06:08:25.336946
A090000508,F;S01;9,A090000015,0.2809404903,0.4286276514,2021-01-08 06:08:25.336946
A090000411,M;S01;9,A090000015,-0.0333798578,0.281653935,2021-01-08 06:08:25.336946
A090000050,M;S01;9,A090000015,0.2931140196,0.4353956345,2021-01-08 06:08:25.336946
A090000443,F;S01;9,A090000015,-0.1270136918,0.2483525297,2021-01-08 06:08:25.336946
A090000710,F;S01;9,A090000015,0.6344861004,0.7075759677,2021-01-08 06:08:25.336946
A090000729,M;S01;9,A090000015,-0.6625315216,0.1508651182,2021-01-08 06:08:25.336946
A090000683,M;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000344,F;S01;9,A090000015,0.9607790277,0.8927432698,2021-01-08 06:08:25.336946
A090000431,M;S01;9,A090000015,0.7994894499,0.8374926985,2021-01-08 06:08:25.336946
A090000127,F;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000704,F;S01;9,A090000015,-0.1235897038,0.249478936,2021-01-08 06:08:25.336946
A090000223,F;S01;9,A090000015,0.2588196511,0.4165428704,2021-01-08 06:08:25.336946
A090000391,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000650,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000074,F;S01;9,A090000015,0.8608926084,0.8633467616,2021-01-08 06:08:25.336946
A090000629,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000272,M;S01;9,A090000015,-0.1270136918,0.2483525297,2021-01-08 06:08:25.336946
A090000048,F;S01;9,A090000015,0.074372617,0.3260902601,2021-01-08 06:08:25.336946
A090000081,F;S01;9,A090000015,0.3391581473,0.4617810025,2021-01-08 06:08:25.336946
A090000381,M;S01;9,A090000015,0.7994894499,0.8374926985,2021-01-08 06:08:25.336946
A090000485,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000643,M;S01;9,A090000015,-0.0307758123,0.2826525456,2021-01-08 06:08:25.336946
A090000132,F;S01;9,A090000015,0.6191390388,0.6902220566,2021-01-08 06:08:25.336946
A090000670,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000138,M;S01;9,A090000015,-0.4878543695,0.1681156516,2021-01-08 06:08:25.336946
A090000036,M;S01;9,A090000015,0.7765514933,0.8256003106,2021-01-08 06:08:25.336946
A090000373,M;S01;9,A090000015,0.9607790277,0.8927432698,2021-01-08 06:08:25.336946
A090000581,F;S01;9,A090000015,0.670470759,0.745726919,2021-01-08 06:08:25.336946
A090000246,M;S01;9,A090000015,-0.6432338346,0.1523186892,2021-01-08 06:08:25.336946
A090000387,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000263,M;S01;9,A090000015,0.0342533141,0.3088099149,2021-01-08 06:08:25.336946
A090000362,F;S01;9,A090000015,0.7478890128,0.8085052104,2021-01-08 06:08:25.336946
A090000534,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000026,M;S01;9,A090000015,0.9607790277,0.8927432698,2021-01-08 06:08:25.336946
A090000469,M;S01;9,A090000015,0.5563264623,0.6209696188,2021-01-08 06:08:25.336946
A090000283,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000657,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000279,M;S01;9,A090000015,-0.6434838315,0.1522992502,2021-01-08 06:08:25.336946
A090000113,M;S01;9,A090000015,0.8608926084,0.8633467616,2021-01-08 06:08:25.336946
A090000728,M;S01;9,A090000015,0.9607790277,0.8927432698,2021-01-08 06:08:25.336946
A090000251,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000052,M;S01;9,A090000015,-0.6625315216,0.1508651182,2021-01-08 06:08:25.336946
A090000648,F;S01;9,A090000015,-0.4881348745,0.1680793737,2021-01-08 06:08:25.336946
A090000742,F;S01;9,A090000015,0.9607790277,0.8927432698,2021-01-08 06:08:25.336946
A090000703,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000216,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000664,F;S01;9,A090000015,0.6207720133,0.6920831604,2021-01-08 06:08:25.336946
A090000712,F;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000607,M;S01;9,A090000015,0.1691102396,0.370279968,2021-01-08 06:08:25.336946
A090000669,M;S01;9,A090000015,0.1882399982,0.379780753,2021-01-08 06:08:25.336946
A090000327,F;S01;9,A090000015,0.2809404903,0.4286276514,2021-01-08 06:08:25.336946
A090000087,F;S01;9,A090000015,-0.6434838315,0.1522992502,2021-01-08 06:08:25.336946
A090000521,M;S01;9,A090000015,-0.6433848787,0.1523069425,2021-01-08 06:08:25.336946
A090000503,M;S01;9,A090000015,0.0342533141,0.3088099149,2021-01-08 06:08:25.336946
A090000303,F;S01;9,A090000015,0.143832669,0.3580249324,2021-01-08 06:08:25.336946
A090000191,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000544,M;S01;9,A090000015,-0.6624528497,0.1508708548,2021-01-08 06:08:25.336946
A090000315,F;S01;9,A090000015,0.1882399982,0.379780753,2021-01-08 06:08:25.336946
A090000151,F;S01;9,A090000015,0.143832669,0.3580249324,2021-01-08 06:08:25.336946
A090000588,F;S01;9,A090000015,-0.6624528497,0.1508708548,2021-01-08 06:08:25.336946
A090000760,M;S01;9,A090000015,0.4316239582,0.5194556316,2021-01-08 06:08:25.336946
A090000389,M;S01;9,A090000015,-0.4881348605,0.1680793755,2021-01-08 06:08:25.336946
A090000066,M;S01;9,A090000015,0.7289608584,0.7955968574,2021-01-08 06:08:25.336946
A090000222,M;S01;9,A090000015,0.1634304399,0.3674967082,2021-01-08 06:08:25.336946
A090000752,M;S01;9,A090000015,0.8026914584,0.8390426851,2021-01-08 06:08:25.336946
A090000197,F;S01;9,A090000015,0.9607790277,0.8927432698,2021-01-08 06:08:25.336946
A090000561,M;S01;9,A090000015,-0.4541176644,0.1727198959,2021-01-08 06:08:25.336946
A090000324,F;S01;9,A090000015,0.5563264623,0.6209696188,2021-01-08 06:08:25.336946
A090000552,M;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000537,F;S01;9,A090000015,-0.4881348745,0.1680793737,2021-01-08 06:08:25.336946
A090000543,M;S01;9,A090000015,-0.3581150224,0.1887116681,2021-01-08 06:08:25.336946
A090000271,M;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000207,M;S01;9,A090000015,0.2931140196,0.4353956345,2021-01-08 06:08:25.336946
A090000468,F;S01;9,A090000015,-0.6625315216,0.1508651182,2021-01-08 06:08:25.336946
A090000162,M;S01;9,A090000015,0.9607790277,0.8927432698,2021-01-08 06:08:25.336946
A090000175,M;S01;9,A090000015,-0.6432338346,0.1523186892,2021-01-08 06:08:25.336946
A090000520,M;S01;9,A090000015,-0.020593288,0.2865939927,2021-01-08 06:08:25.336946
A090000020,M;S01;9,A090000015,-0.1270136918,0.2483525297,2021-01-08 06:08:25.336946
A090000096,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000459,M;S01;9,A090000015,-0.3581150224,0.1887116681,2021-01-08 06:08:25.336946
A090000397,F;S01;9,A090000015,0.7994894499,0.8374926985,2021-01-08 06:08:25.336946
A090000367,F;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000239,F;S01;9,A090000015,0.8608926084,0.8633467616,2021-01-08 06:08:25.336946
A090000371,F;S01;9,A090000015,0.9607790277,0.8927432698,2021-01-08 06:08:25.336946
A090000010,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000305,F;S01;9,A090000015,0.1634304399,0.3674967082,2021-01-08 06:08:25.336946
A090000308,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000136,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000266,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000220,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000174,F;S01;9,A090000015,1.1912731676,0.9309278903,2021-01-08 06:08:25.336946
A090000400,M;S01;9,A090000015,-0.1270136918,0.2483525297,2021-01-08 06:08:25.336946
A090000129,M;S01;9,A090000015,0.5159857055,0.5830327309,2021-01-08 06:08:25.336946
A090000144,M;S01;9,A090000015,-0.4881348745,0.1680793737,2021-01-08 06:08:25.336946
A090000620,M;S01;9,A090000015,-0.6625917216,0.1508607296,2021-01-08 06:08:25.336946
A090000584,F;S01;9,A090000015,0.8608926084,0.8633467616,2021-01-08 06:08:25.336946
A090000089,M;S01;9,A090000016,-0.5754733623,0.2453159055,2021-01-08 06:08:25.336946
A090000699,M;S01;9,A090000016,-0.5522790646,0.2465161429,2021-01-08 06:08:25.336946
A090000764,M;S01;9,A090000016,-0.5738829272,0.2453970403,2021-01-08 06:08:25.336946
A090000154,F;S01;9,A090000016,0.4154609695,0.3812596806,2021-01-08 06:08:25.336946
A090000264,M;S01;9,A090000016,0.3360719688,0.3592235094,2021-01-08 06:08:25.336946
A090000552,M;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000539,F;S01;9,A090000016,-0.5754733623,0.2453159055,2021-01-08 06:08:25.336946
A090000325,M;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000510,M;S01;9,A090000016,-0.0872008642,0.2822164452,2021-01-08 06:08:25.336946
A090000522,F;S01;9,A090000016,0.7213521016,0.5062407973,2021-01-08 06:08:25.336946
A090000485,F;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000745,F;S01;9,A090000016,0.4833300962,0.40223303,2021-01-08 06:08:25.336946
A090000331,M;S01;9,A090000016,1.1556548278,0.7970781438,2021-01-08 06:08:25.336946
A090000526,F;S01;9,A090000016,-0.5738829272,0.2453970403,2021-01-08 06:08:25.336946
A090000203,M;S01;9,A090000016,-0.0664507772,0.2846228646,2021-01-08 06:08:25.336946
A090000330,M;S01;9,A090000016,-0.0210543457,0.2902714943,2021-01-08 06:08:25.336946
A090000286,F;S01;9,A090000016,-0.5754672474,0.2453162171,2021-01-08 06:08:25.336946
A090000366,F;S01;9,A090000016,1.0306617324,0.7235408026,2021-01-08 06:08:25.336946
A090000371,F;S01;9,A090000016,1.353869354,0.8833353617,2021-01-08 06:08:25.336946
A090000074,F;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000225,F;S01;9,A090000016,1.2638488115,0.8489876913,2021-01-08 06:08:25.336946
A090000271,M;S01;9,A090000016,1.2638488115,0.8489876913,2021-01-08 06:08:25.336946
A090000150,M;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000303,F;S01;9,A090000016,0.2034698241,0.3279475171,2021-01-08 06:08:25.336946
A090000672,F;S01;9,A090000016,0.2499977455,0.3381281809,2021-01-08 06:08:25.336946
A090000276,F;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000200,F;S01;9,A090000016,-0.572887489,0.245447908,2021-01-08 06:08:25.336946
A090000342,M;S01;9,A090000016,1.0306617324,0.7235408026,2021-01-08 06:08:25.336946
A090000750,F;S01;9,A090000016,0.5456703933,0.4237543239,2021-01-08 06:08:25.336946
A090000261,M;S01;9,A090000016,0.1216268276,0.3121119795,2021-01-08 06:08:25.336946
A090000005,F;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000098,F;S01;9,A090000016,1.1556548278,0.7970781438,2021-01-08 06:08:25.336946
A090000758,M;S01;9,A090000016,0.1805954482,0.3232583084,2021-01-08 06:08:25.336946
A090000023,F;S01;9,A090000016,-0.5740486563,0.2453885778,2021-01-08 06:08:25.336946
A090000176,F;S01;9,A090000016,1.3938113257,0.8961127271,2021-01-08 06:08:25.336946
A090000628,F;S01;9,A090000016,0.4193427737,0.3824026305,2021-01-08 06:08:25.336946
A090000656,M;S01;9,A090000016,0.1805954482,0.3232583084,2021-01-08 06:08:25.336946
A090000169,M;S01;9,A090000016,-0.572887489,0.245447908,2021-01-08 06:08:25.336946
A090000431,M;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000434,M;S01;9,A090000016,1.3938113257,0.8961127271,2021-01-08 06:08:25.336946
A090000393,F;S01;9,A090000016,0.4296417078,0.3854663303,2021-01-08 06:08:25.336946
A090000610,M;S01;9,A090000016,-0.0872008642,0.2822164452,2021-01-08 06:08:25.336946
A090000731,F;S01;9,A090000016,1.1369964074,0.7869839074,2021-01-08 06:08:25.336946
A090000006,M;S01;9,A090000016,1.161563681,0.80020709,2021-01-08 06:08:25.336946
A090000118,M;S01;9,A090000016,-0.078019228,0.2832683719,2021-01-08 06:08:25.336946
A090000339,F;S01;9,A090000016,0.8000481576,0.558516856,2021-01-08 06:08:25.336946
A090000619,F;S01;9,A090000016,0.1805954482,0.3232583084,2021-01-08 06:08:25.336946
A090000359,M;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000574,M;S01;9,A090000016,0.9281934958,0.6533490117,2021-01-08 06:08:25.336946
A090000387,F;S01;9,A090000016,1.0306617324,0.7235408026,2021-01-08 06:08:25.336946
A090000408,M;S01;9,A090000016,0.5456703933,0.4237543239,2021-01-08 06:08:25.336946
A090000246,M;S01;9,A090000016,0.5054662034,0.4095865993,2021-01-08 06:08:25.336946
A090000129,M;S01;9,A090000016,0.7561289287,0.5281964608,2021-01-08 06:08:25.336946
A090000197,F;S01;9,A090000016,0.8296275595,0.5801148165,2021-01-08 06:08:25.336946
A090000335,F;S01;9,A090000016,0.1216268276,0.3121119795,2021-01-08 06:08:25.336946
A090000311,M;S01;9,A090000016,0.8932316779,0.6276425296,2021-01-08 06:08:25.336946
A090000321,F;S01;9,A090000016,-0.5553301429,0.2463561495,2021-01-08 06:08:25.336946
A090000279,M;S01;9,A090000016,-0.2185639496,0.2691081274,2021-01-08 06:08:25.336946
A090000084,M;S01;9,A090000016,-0.078019228,0.2832683719,2021-01-08 06:08:25.336946
A090000052,M;S01;9,A090000016,-0.0692139189,0.2842963415,2021-01-08 06:08:25.336946
A090000048,F;S01;9,A090000016,0.4154609695,0.3812596806,2021-01-08 06:08:25.336946
A090000362,F;S01;9,A090000016,1.0929551362,0.761903313,2021-01-08 06:08:25.336946
A090000226,F;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000265,F;S01;9,A090000016,0.8453514287,0.5918178016,2021-01-08 06:08:25.336946
A090000255,M;S01;9,A090000016,-0.572887489,0.245447908,2021-01-08 06:08:25.336946
A090000292,M;S01;9,A090000016,0.1674984495,0.3206663888,2021-01-08 06:08:25.336946
A090000300,M;S01;9,A090000016,-0.5553301429,0.2463561495,2021-01-08 06:08:25.336946
A090000112,M;S01;9,A090000016,-0.078019228,0.2832683719,2021-01-08 06:08:25.336946
A090000588,F;S01;9,A090000016,-0.2173016618,0.2692190286,2021-01-08 06:08:25.336946
A090000202,M;S01;9,A090000016,0.2034698241,0.3279475171,2021-01-08 06:08:25.336946
A090000736,M;S01;9,A090000016,-0.5740549062,0.2453882588,2021-01-08 06:08:25.336946
A090000411,M;S01;9,A090000016,-0.2185639496,0.2691081274,2021-01-08 06:08:25.336946
A090000377,M;S01;9,A090000016,-0.2173016618,0.2692190286,2021-01-08 06:08:25.336946
A090000250,F;S01;9,A090000016,-0.5754733623,0.2453159055,2021-01-08 06:08:25.336946
A090000117,F;S01;9,A090000016,1.1519973234,0.7951249381,2021-01-08 06:08:25.336946
A090000679,F;S01;9,A090000016,-0.5738829272,0.2453970403,2021-01-08 06:08:25.336946
A090000472,M;S01;9,A090000016,0.8608863864,0.6034501384,2021-01-08 06:08:25.336946
A090000403,M;S01;9,A090000016,-0.0692139189,0.2842963415,2021-01-08 06:08:25.336946
A090000678,M;S01;9,A090000016,-0.2173016618,0.2692190286,2021-01-08 06:08:25.336946
A090000011,F;S01;9,A090000016,0.4193427737,0.3824026305,2021-01-08 06:08:25.336946
A090000183,M;S01;9,A090000016,-0.2185639496,0.2691081274,2021-01-08 06:08:25.336946
A090000104,F;S01;9,A090000016,0.1805954482,0.3232583084,2021-01-08 06:08:25.336946
A090000681,F;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000283,M;S01;9,A090000016,0.4193427737,0.3824026305,2021-01-08 06:08:25.336946
A090000548,F;S01;9,A090000016,-0.5522706488,0.2465165851,2021-01-08 06:08:25.336946
A090000116,M;S01;9,A090000016,-0.5754733623,0.2453159055,2021-01-08 06:08:25.336946
A090000064,M;S01;9,A090000016,0.3360719688,0.3592235094,2021-01-08 06:08:25.336946
A090000692,M;S01;9,A090000016,-0.5738766617,0.2453973602,2021-01-08 06:08:25.336946
A090000355,F;S01;9,A090000016,0.4147362122,0.381046991,2021-01-08 06:08:25.336946
A090000251,F;S01;9,A090000016,1.161563681,0.80020709,2021-01-08 06:08:25.336946
A090000597,F;S01;9,A090000016,1.353869354,0.8833353617,2021-01-08 06:08:25.336946
A090000503,M;S01;9,A090000016,-0.5754672474,0.2453162171,2021-01-08 06:08:25.336946
A090000650,F;S01;9,A090000016,0.8776798466,0.6160350378,2021-01-08 06:08:25.336946
A090000717,M;S01;9,A090000016,0.1216268276,0.3121119795,2021-01-08 06:08:25.336946
A090000020,M;S01;9,A090000016,0.1805954482,0.3232583084,2021-01-08 06:08:25.336946
A090000540,M;S01;9,A090000016,-0.5553301429,0.2463561495,2021-01-08 06:08:25.336946
A090000060,M;S01;9,A090000016,0.5322699095,0.4189036774,2021-01-08 06:08:25.336946
A090000248,M;S01;9,A090000016,0.1931209697,0.3258003426,2021-01-08 06:08:25.336946
A090000239,F;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000543,M;S01;9,A090000016,0.1216268276,0.3121119795,2021-01-08 06:08:25.336946
A090000051,M;S01;9,A090000016,0.1805954482,0.3232583084,2021-01-08 06:08:25.336946
A090000172,M;S01;9,A090000016,0.9281934958,0.6533490117,2021-01-08 06:08:25.336946
A090000632,M;S01;9,A090000016,0.4154609695,0.3812596806,2021-01-08 06:08:25.336946
A090000400,M;S01;9,A090000016,1.2638488115,0.8489876913,2021-01-08 06:08:25.336946
A090000059,M;S01;9,A090000016,-0.2173016618,0.2692190286,2021-01-08 06:08:25.336946
A090000041,F;S01;9,A090000016,-0.2185639496,0.2691081274,2021-01-08 06:08:25.336946
A090000376,F;S01;9,A090000016,1.353869354,0.8833353617,2021-01-08 06:08:25.336946
A090000559,F;S01;9,A090000016,0.1805954482,0.3232583084,2021-01-08 06:08:25.336946
A090000236,F;S01;9,A090000016,0.7896271509,0.551100409,2021-01-08 06:08:25.336946
A090000090,F;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000009,M;S01;9,A090000016,0.1805954482,0.3232583084,2021-01-08 06:08:25.336946
A090000161,F;S01;9,A090000016,-0.5754733623,0.2453159055,2021-01-08 06:08:25.336946
A090000578,M;S01;9,A090000016,-0.078019228,0.2832683719,2021-01-08 06:08:25.336946
A090000140,M;S01;9,A090000016,-0.0872008642,0.2822164452,2021-01-08 06:08:25.336946
A090000138,M;S01;9,A090000016,-0.5740549062,0.2453882588,2021-01-08 06:08:25.336946
A090000322,M;S01;9,A090000016,0.4193427737,0.3824026305,2021-01-08 06:08:25.336946
A090000379,M;S01;9,A090000016,-0.078019228,0.2832683719,2021-01-08 06:08:25.336946
A090000178,M;S01;9,A090000016,-0.5522790646,0.2465161429,2021-01-08 06:08:25.336946
A090000374,M;S01;9,A090000016,0.8932316779,0.6276425296,2021-01-08 06:08:25.336946
A090000765,F;S01;9,A090000016,-0.572887489,0.245447908,2021-01-08 06:08:25.336946
A090000499,F;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000213,F;S01;9,A090000016,0.1442729844,0.3162344195,2021-01-08 06:08:25.336946
A090000421,M;S01;9,A090000016,-0.0244728408,0.2898267317,2021-01-08 06:08:25.336946
A090000025,F;S01;9,A090000016,1.0306617324,0.7235408026,2021-01-08 06:08:25.336946
A090000258,M;S01;9,A090000016,0.2626868867,0.3410543919,2021-01-08 06:08:25.336946
A090000592,F;S01;9,A090000016,-0.226871685,0.2683845542,2021-01-08 06:08:25.336946
A090000598,M;S01;9,A090000016,-0.0872008642,0.2822164452,2021-01-08 06:08:25.336946
A090000318,M;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000062,M;S01;9,A090000016,1.353869354,0.8833353617,2021-01-08 06:08:25.336946
A090000754,F;S01;9,A090000016,-0.5740549062,0.2453882588,2021-01-08 06:08:25.336946
A090000752,M;S01;9,A090000016,1.2638488115,0.8489876913,2021-01-08 06:08:25.336946
A090000762,F;S01;9,A090000016,-0.5738829272,0.2453970403,2021-01-08 06:08:25.336946
A090000037,M;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000275,F;S01;9,A090000016,-0.0692139189,0.2842963415,2021-01-08 06:08:25.336946
A090000461,M;S01;9,A090000016,0.2499977455,0.3381281809,2021-01-08 06:08:25.336946
A090000144,M;S01;9,A090000016,-0.5754733623,0.2453159055,2021-01-08 06:08:25.336946
A090000223,F;S01;9,A090000016,-0.5754733623,0.2453159055,2021-01-08 06:08:25.336946
A090000245,M;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000508,F;S01;9,A090000016,-0.0692139189,0.2842963415,2021-01-08 06:08:25.336946
A090000361,M;S01;9,A090000016,0.1216268276,0.3121119795,2021-01-08 06:08:25.336946
A090000388,M;S01;9,A090000016,0.4154609695,0.3812596806,2021-01-08 06:08:25.336946
A090000718,F;S01;9,A090000016,-0.0765214568,0.2834418909,2021-01-08 06:08:25.336946
A090000535,F;S01;9,A090000016,-0.2266305477,0.2684054031,2021-01-08 06:08:25.336946
A090000220,F;S01;9,A090000016,1.5696899953,0.9373745959,2021-01-08 06:08:25.336946
A090000324,F;S01;9,A090000016,0.8296275595,0.5801148165,2021-01-08 06:08:25.336946
A090000113,M;S01;9,A090000016,1.2638488115,0.8489876913,2021-01-08 06:08:25.336946
A090000730,F;S01;9,A090000016,0.4154609695,0.3812596806,2021-01-08 06:08:25.336946
A090000544,M;S01;9,A090000016,-0.5738829272,0.2453970403,2021-01-08 06:08:25.336946
